node ID: 2740, ground truth SMILE: CC=CC=CC(=O)O
top 10 test cadidates: 
smiles: C1CCOC(=C=O)C1, s:  0.03525
smiles: C=C1CCOC(=O)C1, s:  0.02297
smiles: C=C1CCCOC1=O, s:  0.01792
smiles: C=C1C(=O)CCCO1, s:  0.01706
smiles: C1CCC(=O)C(=O)C1, s:  0.01143
smiles: C=C1CCCC(=O)O1, s:  0.01141
smiles: C=C1CCC(=O)OC1, s:  0.01141
smiles: C1COC(=O)CC=C1, s:  0.00962
smiles: C1CC(=O)OCC=C1, s:  0.00962
smiles: C1CC=CC(=O)OC1, s:  0.00937
node ID: 2634, ground truth SMILE: CCC=CC=CC=O
top 10 test cadidates: 
smiles: C=C1CCCOC1=C, s:  0.00950
smiles: C=C1CCCCC1=O, s:  0.00684
smiles: CC1=C(CCCO1)[CH], s:  0.00650
smiles: C=C/C=C\1/CCCO1, s:  0.00612
smiles: C=CC=C1CCCO1, s:  0.00612
smiles: C1CCC2=C(O2)CC1, s:  0.00478
smiles: C1CCC(=O)C=CC1, s:  0.00456
smiles: C1CC2=C(C1)OCC2, s:  0.00438
smiles: C1CCC(=CC=O)C1, s:  0.00394
smiles: C1CCC(=C=O)CC1, s:  0.00368
node ID: 3548, ground truth SMILE: CC1(CC(=O)OC1=C)C
top 10 test cadidates: 
smiles: C=C1CCCOC(=O)C1, s:  0.03001
smiles: C=C1CCCCOC1=O, s:  0.02786
smiles: C/1CC(=O)OCC/C=C1, s:  0.01814
smiles: C\1CC(=O)OCC/C=C1, s:  0.01814
smiles: C=C1CCCC(=O)OC1, s:  0.01419
smiles: C1C/C=C\CC(=O)OC1, s:  0.01178
smiles: C=C1CCCCC(=O)O1, s:  0.01008
smiles: C1CCOC(=O)/C=C\C1, s:  0.00707
smiles: C1CCOC(=O)C=CC1, s:  0.00707
smiles: C1CCC(=O)O/C=C\C1, s:  0.00599
node ID: 5674, ground truth SMILE: C1=CC=C(C=C1)CC(C(=O)O)N
top 10 test cadidates: 
smiles: C1=CC=C(C=C1)C[C@H](C(=O)O)N, s:  0.32332
smiles: C1=CC=C(C=C1)C[C@@H](C(=O)O)N, s:  0.32332
smiles: C1=CC=C(C=C1)CC(C(=O)O)N, s:  0.32332
smiles: C1=CC=C(C=C1)C[C@@H](C(=[O+])O)N, s:  0.00167
smiles: C1=CC=C(C=C1)C[C@@H](C(=O)[O-])[NH3+], s:  0.00056
smiles: C1=CC=C(C=C1)C[C@H](C(=O)[O-])[NH3+], s:  0.00056
smiles: C1=CC=C(C=C1)CC(C(=O)[O-])[NH3+], s:  0.00056
smiles: C1=CC=C(C=C1)C(CN)C(=O)O, s:  0.00029
smiles: C1=CC=C(C=C1)[C@@H](CN)C(=O)O, s:  0.00029
smiles: C1=CC=C(C=C1)[C@H](CN)C(=O)O, s:  0.00029
node ID: 3227, ground truth SMILE: CC(=O)C1=CC=CC=C1
top 10 test cadidates: 
smiles: CC(=O)C1=CC=CC=C1, s:  0.98009
smiles: C[C](C1=CC=CC=C1)[O-], s:  0.00433
smiles: C=C(C1=CC=CC=C1)O, s:  0.00124
smiles: C1=CC=C(C=C1)/C=C\O, s:  0.00041
smiles: C1=CC=C(C=C1)/C=C/O, s:  0.00041
smiles: C1=CC=C(C=C1)C=CO, s:  0.00041
smiles: CC1=CC=CC=CC1=O, s:  0.00034
smiles: CC(=O)C1=CC=CC1=C, s:  0.00028
smiles: C1=CC=C(C=C1)CC=O, s:  0.00021
smiles: CC1=CC=CC=C1C=O, s:  0.00016
node ID: 3232, ground truth SMILE: CC(=O)C1=CC=CC=C1
top 10 test cadidates: 
smiles: CC(=O)C1=CC=CC=C1, s:  0.97627
smiles: C[C](C1=CC=CC=C1)[O-], s:  0.00555
smiles: C=C(C1=CC=CC=C1)O, s:  0.00129
