ID1,ID2,Similarity
CCCCC(=O)O,CCOOCC=O,0.1481481481481481
CCCCC(=O)O,CCOO/C=C/O,0.1428571428571428
CCCCC(=O)O,COOCC1CO1,0.064516129032258
CCCCC(=O)O,CC(=O)COOC,0.1923076923076923
CCCCC(=O)O,COOCCC=O,0.1034482758620689
CCCCC(=O)O,CC(C=O)OOC,0.0689655172413793
CCCCC(=O)O,CCC(=O)OOC,0.24
CCCCC(=O)O,C=COOCCO,0.0666666666666666
CCCCC(=O)O,CCOOC(=O)C,0.24
CCCCC(=O)O,COOC(=C)CO,0.1071428571428571
CCCCC(=O)O,COCN(N=N)[O-],0.064516129032258
CCCCC(=O)O,C(CC(=O)O)CO,0.5263157894736842
CCCCC(=O)O,COC(=O)CCO,0.24
CCCCC(=O)O,C(CO)C(C=O)O,0.1481481481481481
CCCCC(=O)O,C(CO)[C@@H](C=O)O,0.1481481481481481
CCCCC(=O)O,C[C@@H](C(=O)CO)O,0.2
CCCCC(=O)O,C(CO)C(=O)CO,0.217391304347826
CCCCC(=O)O,C(CO)COC=O,0.1428571428571428
CCCCC(=O)O,COCC(=O)CO,0.1923076923076923
CCCCC(=O)O,C(CO)C1C(O1)O,0.0714285714285714
CCCCC(=O)O,C(CO)/C(=C/O)/O,0.16
CCCCC(=O)O,CC(C(=O)CO)O,0.2
CCCCC(=O)O,C(CO)[C@H](C=O)O,0.1481481481481481
CCCCC(=O)O,C[C@H](C(=O)CO)O,0.2
CCCCC(=O)O,C1C(O1)(CCO)O,0.0689655172413793
CCCCC(=O)O,C(CO)C(=CO)O,0.16
CCCCC(=O)O,C(CO)/C=C/OO,0.0714285714285714
CCCCC(=O)O,C(CO)C=C(O)O,0.1666666666666666
CCCCC(=O)O,C1[C@@](O1)(CCO)O,0.0689655172413793
CCCCC(=O)O,C1[C@](O1)(CCO)O,0.0689655172413793
CCCCC(=O)O,CC1(OO1)CCO,0.1111111111111111
CCCCC(=O)O,C(CC=[O+][O-])CO,0.1034482758620689
CCCCC(=O)O,CC(C(=O)OC)O,0.1538461538461538
CCCCC(=O)O,COCCOC=O,0.1481481481481481
CCCCC(=O)O,COCC(=O)OC,0.2
CCCCC(=O)O,C[C@@H](C(=O)OC)O,0.1538461538461538
CCCCC(=O)O,COCCC(=O)O,0.4090909090909091
CCCCC(=O)O,C[C@H](C(=O)OC)O,0.1538461538461538
CCCCC(=O)O,COCC(C=O)O,0.1851851851851851
CCCCC(=O)O,COC[C@H](C=O)O,0.1851851851851851
CCCCC(=O)O,COCC(=C)OO,0.1071428571428571
CCCCC(=O)O,COC/C=C/OO,0.1071428571428571
CCCCC(=O)O,COC[C@@H](C=O)O,0.1851851851851851
CCCCC(=O)O,COCC=COO,0.1071428571428571
CCCCC(=O)O,COCCC1OO1,0.0689655172413793
CCCCC(=O)O,COC[C@@H]1COO1,0.064516129032258
CCCCC(=O)O,COC/C(=C/O)/O,0.1481481481481481
CCCCC(=O)O,CC(=O)OCCO,0.1923076923076923
CCCCC(=O)O,CCOC(=O)CO,0.24
CCCCC(=O)O,C=C(O)OCCO,0.1111111111111111
CCCCC(=O)O,C(COCC=O)O,0.1034482758620689
CCCCC(=O)O,C(CO/C=C\O)O,0.0689655172413793
CCCCC(=O)O,C1C(O1)OCCO,0.064516129032258
CCCCC(=O)O,C(COCC[O-])[O-],0.0416666666666666
CCCCC(=O)O,C(COC=CO)O,0.0689655172413793
CCCCC(=O)O,C(CO/C=C/O)O,0.0689655172413793
CCCCC(=O)O,CC(=O)OCOC,0.1923076923076923
CCCCC(=O)O,CCOC(=O)OC,0.24
CCCCC(=O)O,COCOCC=O,0.1034482758620689
CCCCC(=O)O,COCOC1CO1,0.064516129032258
CCCCC(=O)O,C[C@@H]([C@@H](C=O)O)O,0.1153846153846153
CCCCC(=O)O,CC(C(C=O)O)O,0.1153846153846153
CCCCC(=O)O,C[C@H]([C@@H](C=O)O)O,0.1153846153846153
CCCCC(=O)O,C[C@H]([C@H](C=O)O)O,0.1153846153846153
CCCCC(=O)O,C[C@@H]([C@H](C=O)O)O,0.1153846153846153
